Código,Cliente,Fecha,Concepto,Método de pago,Cantidad,Banco,Número de cheque,Observaciones
20251003181939,4505 - Clinica Dental Integral,2025-10-03,Factura 087958211825-153898,Efectivo,85.0,"","",""
20251003181920,4505 - Clinica Dental Integral,2025-10-03,Factura 087958211825-153897,Efectivo,160.0,"","",""
20251003181845,4505 - Clinica Dental Integral,2025-10-03,Factura 087958211825-153891,Efectivo,150.0,"","",""
20251002103356,2112 - Clinica Dental Tijuana,2025-10-02,"",Cheque,162.0,"","",""
20250929122417,2543 - Real Dental Tijuana,2025-09-29,Factura 087958211825-153889,Efectivo,600.0,"","",""
20250927134930,6152 - Maxilo Dental,2025-09-27,Factura 087958211825-153879,Efectivo,175.0,"","",""
20250927134810,2795 - Clinica Dental Coronel,2025-09-27,Factura 087958211825-153874,Transferencia Bancaria,75.0,"","",""
20250927134744,6152 - Maxilo Dental,2025-09-27,Factura 087958211825-153894,Transferencia Bancaria,345.6,"","",""
20250927124705,2795 - Clinica Dental Coronel,2025-09-27,Factura 087958211825-153873,Transferencia Bancaria,85.0,"","",""
20250925143512,1931 - Hola Dental,2025-09-25,Factura 087958211825-153885,Efectivo,80.0,"","",""
20250925090916,800 - Zenzao Smile Studio,2025-09-25,Factura 087958211825-153884,Transferencia Bancaria,75.0,"","",""
20250923130752,2112 - Clinica Dental Tijuana,2025-09-23,"",Cheque,445.0,"","",""
20250921174255,7399 - Dental Angel Smile,2025-09-21,Factura 087958211825-153878,Efectivo,85.0,"","",""
20250921174230,2543 - Real Dental Tijuana,2025-09-21,Factura 087958211825-153867,Efectivo,75.0,"","",""
20250921174223,2543 - Real Dental Tijuana,2025-09-21,Factura 087958211825-153859,Efectivo,90.0,"","",""
20250920093205,8832 - Orion Dental,2025-09-20,Factura 087958211825-153883,Efectivo,90.0,"","",""
20250920093132,4505 - Clinica Dental Integral,2025-09-20,Factura 087958211825-153876,Transferencia Bancaria,162.0,"","",""
20250920093121,4505 - Clinica Dental Integral,2025-09-20,Factura 087958211825-153875,Transferencia Bancaria,162.0,"","",""
20250919130838,1882 - Superdental,2025-09-19,Factura 087958211825-153883,Efectivo,240.0,"","",""
20250918192427,1882 - Superdental,2025-09-18,Factura R-00036,Efectivo,240.0,"","",""
20250918092415,800 - Zenzao Smile Studio,2025-09-18,Factura 087958211825-153877,Transferencia Bancaria,75.0,"","",""
20250912095946,2543 - Real Dental Tijuana,2025-09-12,Factura 087958211825-153855,Efectivo,180.0,"","",""
20250912095938,2543 - Real Dental Tijuana,2025-09-12,Factura 087958211825-153846,Efectivo,75.0,"","",""
20250912095931,2543 - Real Dental Tijuana,2025-09-12,Factura 087958211825-153841,Efectivo,75.0,"","",""
20250912095923,2543 - Real Dental Tijuana,2025-09-12,Factura 087958211825-153839,Efectivo,75.0,"","",""
20250911161348,3297 - Horizon Dental Group,2025-09-11,Factura 087958211825-153872,Efectivo,255.0,"","",""
20250911161333,6901 - Dental Studio,2025-09-11,Factura 087958211825-153858,Efectivo,80.0,"","",""
20250911161323,6901 - Dental Studio,2025-09-11,Factura 087958211825-153857,Efectivo,155.0,"","",""
20250911161309,4505 - Clinica Dental Integral,2025-09-11,Factura 087958211825-153870,Efectivo,115.0,"","",""
20250911161302,4505 - Clinica Dental Integral,2025-09-11,Factura 087958211825-153869,Efectivo,75.0,"","",""
20250911161255,4505 - Clinica Dental Integral,2025-09-11,Factura 087958211825-153868,Efectivo,75.0,"","",""
20250911161247,4505 - Clinica Dental Integral,2025-09-11,Factura 087958211825-153866,Efectivo,85.0,"","",""
20250911161239,4505 - Clinica Dental Integral,2025-09-11,Factura 087958211825-153865,Efectivo,85.0,"","",""
20250911161232,4505 - Clinica Dental Integral,2025-09-11,Factura 087958211825-153860,Efectivo,150.0,"","",""
20250909113751,3297 - Horizon Dental Group,2025-09-09,Factura 087958211825-153864,Efectivo,85.0,"","",""
20250909113745,3297 - Horizon Dental Group,2025-09-09,Factura 087958211825-153863,Efectivo,320.0,"","",""
20250908105512,2795 - Clinica Dental Coronel,2025-09-08,Factura 087958211825-153840,Transferencia Bancaria,900.0,"","",""
20250906101258,4505 - Clinica Dental Integral,2025-09-06,Factura 087958211825-153848,Transferencia Bancaria,81.0,"","",""
20250906101250,4505 - Clinica Dental Integral,2025-09-06,Factura 087958211825-153847,Transferencia Bancaria,405.0,"","",""
20250905174750,6152 - Maxilo Dental,2025-09-05,Factura 087958211825-153851,Efectivo,160.0,"","",""
20250905150351,2112 - Clinica Dental Tijuana,2025-09-05,Factura 087958211825-153831,Cheque,91.0,Santander,43757976,""
20250905124158,3297 - Horizon Dental Group,2025-09-05,Factura 087958211825-153853,Efectivo,10.0,"","",""
20250903174753,2543 - Real Dental Tijuana,2025-09-03,Factura 087958211825-153826,Efectivo,375.0,"","",""
20250903120722,6153 - Clinica Dental Paleo,2025-09-03,Factura 087958211825-153822,Efectivo,90.0,"","",""
20250831192811,800 - Zenzao Smile Studio,2025-08-31,"",Efectivo,696.0,"","",""
20250830113911,7399 - Dental Angel Smile,2025-08-30,Factura 087958211825-153849,Efectivo,170.0,"","",""
20250830113217,3297 - Horizon Dental Group,2025-08-30,"",Efectivo,315.0,"","",""
20250830100012,4505 - Clinica Dental Integral,2025-08-30,Factura 087958211825-153828,Transferencia Bancaria,13.6,"","",""
20250830095920,4505 - Clinica Dental Integral,2025-08-30,Factura 087958211825-153828,Transferencia Bancaria,170.0,"","",""
20250830095524,800 - Zenzao Smile Studio,2025-08-30,"",Transferencia Bancaria,300.0,"","",""
20250828113900,2543 - Real Dental Tijuana,2025-08-28,Factura 087958211825-153833,Efectivo,75.0,"","",""
20250828113847,2543 - Real Dental Tijuana,2025-08-28,Factura 087958211825-153829,Efectivo,75.0,"","",""
20250827091058,6152 - Maxilo Dental,2025-08-27,Factura 087958211825-153837,Efectivo,170.0,"","",""
20250827091050,6152 - Maxilo Dental,2025-08-27,Factura 087958211825-153836,Efectivo,150.0,"","",""
20250827091012,800 - Zenzao Smile Studio,2025-08-27,Factura 087958211825-153845,Transferencia Bancaria,150.0,"","",""
20250826105242,2565 - MEDICA,2025-08-26,"",Efectivo,300.0,"","",""
20250825135254,2795 - Clinica Dental Coronel,2025-08-25,Factura 087958211825-153819,Transferencia Bancaria,180.0,"","",""
20250822150357,6152 - Maxilo Dental,2025-08-22,Factura 087958211825-153827,Efectivo,180.0,"","",""
20250822150349,6152 - Maxilo Dental,2025-08-22,Factura 087958211825-153824,Efectivo,85.0,"","",""
20250822150337,6152 - Maxilo Dental,2025-08-22,Factura 087958211825-153823,Efectivo,90.0,"","",""
20250822150300,2543 - Real Dental Tijuana,2025-08-22,Factura 087958211825-153825,Efectivo,75.0,"","",""
20250822150248,2543 - Real Dental Tijuana,2025-08-22,Factura 65883809124-00655,Efectivo,75.0,"","",""
20250822150239,2543 - Real Dental Tijuana,2025-08-22,Factura 658838091259-00088,Efectivo,75.0,"","",""
20250822090440,2795 - Clinica Dental Coronel,2025-08-22,Factura 087958211825-153820,Transferencia Bancaria,90.0,"","",""
20250821145522,3297 - Horizon Dental Group,2025-08-21,Factura 087958211825-153834,Efectivo,85.0,"","",""
20250821142929,1882 - Superdental,2025-08-21,Factura 087958211825-153835,Transferencia Bancaria,85.0,"","",""
20250821142505,1882 - Superdental,2025-08-21,Factura 087958211825-153832,Transferencia Bancaria,225.0,"","",""
20250821142455,1882 - Superdental,2025-08-21,Factura 658838091259-00094,Transferencia Bancaria,85.0,"","",""
20250821142423,1882 - Superdental,2025-08-21,Factura 658838091259-00093,Transferencia Bancaria,170.0,"","",""
20250821112318,2795 - Clinica Dental Coronel,2025-08-21,Factura 658838091259-00091,Transferencia Bancaria,85.0,"","",""
20250819160025,3297 - Horizon Dental Group,2025-08-19,"",Efectivo,90.0,"","",""
20250819131005,800 - Zenzao Smile Studio,2025-08-19,Factura 658838091259-00100,Efectivo,75.0,"","",""
20250819130935,4505 - Clinica Dental Integral,2025-08-19,Factura 087958211825-153818,Transferencia Bancaria,183.6,"","",""
20250815191921,2565 - MEDICA,2025-08-15,"",Efectivo,310.0,"","",""
20250814112259,6152 - Maxilo Dental,2025-08-14,Factura 658838091259-0097,Efectivo,85.0,"","",""
20250814112250,6152 - Maxilo Dental,2025-08-14,Factura 658838091259-00092,Efectivo,90.0,"","",""
20250814112242,6152 - Maxilo Dental,2025-08-14,Factura 658838091259-00095,Efectivo,270.0,"","",""
20250813212741,2543 - Real Dental Tijuana,2025-08-13,Factura 658838091259-00087,Transferencia Bancaria,900.0,"","",""
20250812193424,4505 - Clinica Dental Integral,2025-08-12,Factura 658838091259-00090,Transferencia Bancaria,91.8,"","",""
20250812193415,4505 - Clinica Dental Integral,2025-08-12,Factura 658838091259-00086,Transferencia Bancaria,275.4,"","",""
20250812174008,7399 - Dental Angel Smile,2025-08-12,Factura 65883809124-00654,Efectivo,90.0,"","",""
20250811120802,2112 - Clinica Dental Tijuana,2025-08-11,"",Cheque,491.32,"","",""
20250811120342,1882 - Superdental,2025-08-11,"",Efectivo,500.0,"","",""
20250805154811,800 - Zenzao Smile Studio,2025-08-05,Factura R-00033,Transferencia Bancaria,237.6,"","",""
20250804190622,6153 - Clinica Dental Paleo,2025-08-04,Factura R-00032,Efectivo,70.0,"","",incluido con el pago de la semana 31
20250801180426,800 - Zenzao Smile Studio,2025-07-31,Factura 658838091259-00085,Transferencia Bancaria,81.0,"","",""
20250801180236,800 - Zenzao Smile Studio,2025-07-31,Factura 658838091259-00083,Transferencia Bancaria,10.8,"","",""
20250731112104,4505 - Clinica Dental Integral,2025-07-31,Factura 658838091259-00075,Transferencia Bancaria,91.8,"","",""
20250731112052,4505 - Clinica Dental Integral,2025-07-31,Factura 658838091259-00074,Transferencia Bancaria,91.8,"","",""
20250731112042,4505 - Clinica Dental Integral,2025-07-31,Factura 888156,Transferencia Bancaria,183.6,"","",""
20250731112030,4505 - Clinica Dental Integral,2025-07-31,Factura 658838091259-00068,Transferencia Bancaria,367.2,"","",""
20250731112000,6901 - Dental Studio,2025-07-31,Factura 658838091259-00058,Transferencia Bancaria,97.2,"","",""
20250730142842,2795 - Clinica Dental Coronel,2025-07-30,Factura 658838091259-00070,Efectivo,450.0,"","",""
20250728143503,6152 - Maxilo Dental,2025-07-28,Factura 658838091259-00067,Efectivo,95.0,"","",""
20250728143428,1882 - Superdental,2025-07-28,Factura 658838091259-00069,Transferencia Bancaria,710.0,"","",""
20250725205801,2543 - Real Dental Tijuana,2025-07-25,"",Efectivo,375.0,"","",""
20250725205730,2112 - Clinica Dental Tijuana,2025-07-25,Factura 658838091259-00064,Transferencia Bancaria,86.4,"","",""
20250725205716,2112 - Clinica Dental Tijuana,2025-07-25,Factura 658838091259-00051,Transferencia Bancaria,162.0,"","",""
20250724190101,4505 - Clinica Dental Integral,2025-07-24,Factura 658838091259-00059,Transferencia Bancaria,43.2,"","",""
20250724190053,4505 - Clinica Dental Integral,2025-07-24,Factura 658838091259-00057,Transferencia Bancaria,91.8,"","",""
20250724190044,4505 - Clinica Dental Integral,2025-07-24,Factura 658838091259-00056,Transferencia Bancaria,91.8,"","",""
20250724182613,6152 - Maxilo Dental,2025-07-24,Factura 65883809124-00543,Efectivo,85.0,"","",""
20250724164316,4482 - Dental Bellas Artes,2025-07-24,Factura 658838091259-00052,Efectivo,90.0,"","",""
20250724164247,2565 - MEDICA,2025-07-24,Factura 658838091259-00055,Efectivo,85.0,"","",""
20250724164240,2565 - MEDICA,2025-07-24,Factura 658838091259-00054,Efectivo,85.0,"","",""
20250724164228,2565 - MEDICA,2025-07-24,Factura 658838091259-00053,Efectivo,85.0,"","",""
20250722182516,800 - Zenzao Smile Studio,2025-07-22,Factura 658838091259-00066,Transferencia Bancaria,81.0,"","",""
20250722142606,1882 - Superdental,2025-07-22,Factura 658838091259-00065,Efectivo,645.0,"","",""
20250719153815,3297 - Horizon Dental Group,2025-07-19,Factura 658838091259-00063,Efectivo,255.0,"","",""
20250719093901,6153 - Clinica Dental Paleo,2025-07-19,Factura 65883809124-00547,Efectivo,400.0,"","",""
20250719093853,6153 - Clinica Dental Paleo,2025-07-19,Factura 65883809124-00542,Efectivo,160.0,"","",""
20250718165148,6152 - Maxilo Dental,2025-07-18,Factura 65883809124-00544,Efectivo,90.0,"","",""
20250718114240,4505 - Clinica Dental Integral,2025-07-18,Factura 65883809124-00549,Transferencia Bancaria,97.2,"","",""
20250718114231,4505 - Clinica Dental Integral,2025-07-18,Factura 65883809124-00539,Transferencia Bancaria,21.6,"","",""
20250717102244,1882 - Superdental,2025-07-17,Factura 65883809124-00550,Transferencia Bancaria,85.0,"","",""
20250717102236,1882 - Superdental,2025-07-17,Factura 65883809124-00548,Transferencia Bancaria,75.0,"","",""
20250712132805,3297 - Horizon Dental Group,2025-07-12,Factura 65883809124-00528,Efectivo,85.0,"","",""
20250710170809,3297 - Horizon Dental Group,2025-07-10,Factura 65883809124-00514,Efectivo,170.0,"","",""
20250710170642,4505 - Clinica Dental Integral,2025-07-10,Factura 65883809124-00535,Transferencia Bancaria,91.8,"","",""
20250710170634,4505 - Clinica Dental Integral,2025-07-10,Factura 65883809124-00526,Transferencia Bancaria,324.0,"","",""
20250710170551,6901 - Dental Studio,2025-07-10,Factura 65883809124-00538,Transferencia Bancaria,97.2,"","",""
20250710170532,2543 - Real Dental Tijuana,2025-07-10,Factura 65883809124-00536,Transferencia Bancaria,120.0,"","",""
20250710170525,2543 - Real Dental Tijuana,2025-07-10,Factura 65883809124-00537,Transferencia Bancaria,85.0,"","",""
20250710170517,2543 - Real Dental Tijuana,2025-07-10,Factura 65883809124-00517,Transferencia Bancaria,75.0,"","",""
20250710170510,2543 - Real Dental Tijuana,2025-07-10,Factura 65883809124-00516,Transferencia Bancaria,75.0,"","",""
20250710170501,2543 - Real Dental Tijuana,2025-07-10,Factura 65883809124-00508,Transferencia Bancaria,75.0,"","",""
20250707152625,6152 - Maxilo Dental,2025-07-07,Factura 65883809124-00533,Efectivo,75.0,"","",""
20250707152616,6152 - Maxilo Dental,2025-07-07,Factura 65883809124-00532,Efectivo,150.0,"","",""
20250707152608,6152 - Maxilo Dental,2025-07-07,Factura 65883809124-00531,Efectivo,85.0,"","",""
20250707152555,6152 - Maxilo Dental,2025-07-07,Factura 65883809124-00530,Efectivo,85.0,"","",""
20250707120005,2112 - Clinica Dental Tijuana,2025-07-07,Factura 65883809124-00534,Transferencia Bancaria,81.0,"","",""
20250707115958,2112 - Clinica Dental Tijuana,2025-07-07,Factura 65883809124-00529,Transferencia Bancaria,81.0,"","",""
20250707115952,2112 - Clinica Dental Tijuana,2025-07-07,Factura 65883809124-00525,Transferencia Bancaria,626.4,"","",""
20250702172454,6153 - Clinica Dental Paleo,2025-07-02,Factura R-00031,Efectivo,210.0,"","",""
20250702172441,6153 - Clinica Dental Paleo,2025-07-02,Factura R-00030,Efectivo,70.0,"","",""
20250701141814,4482 - Dental Bellas Artes,2025-07-01,Factura 65883809124-00524,Transferencia Bancaria,300.0,"","",""
20250701141753,6152 - Maxilo Dental,2025-07-01,Factura 65883809124-00521,Efectivo,90.0,"","",""
20250701141728,1882 - Superdental,2025-07-01,Factura 65883809124-00515,Efectivo,85.0,"","",""
20250626200647,2112 - Clinica Dental Tijuana,2025-06-26,Factura 65883809124-00523,Transferencia Bancaria,81.0,"","",""
20250626200634,2112 - Clinica Dental Tijuana,2025-06-26,Factura 65883809124-00522,Transferencia Bancaria,162.0,"","",""
20250624115543,800 - Zenzao Smile Studio,2025-06-24,Factura 65883809124-00510,Transferencia Bancaria,80.0,"","",Pago a cuenta Dr. Paleo 23-06-25
20250624115521,6153 - Clinica Dental Paleo,2025-06-24,Factura 65883809124-00520,Efectivo,270.0,"","",""
20250622232638,1979 - Dr. Sergio Duarte,2025-06-22,Factura 65883809124-00518,Efectivo,80.0,"","",""
20250622232540,2543 - Real Dental Tijuana,2025-06-22,"",Efectivo,675.0,"","",""
20250622232516,6152 - Maxilo Dental,2025-06-22,"",Efectivo,160.0,"","",""
20250620160434,4505 - Clinica Dental Integral,2025-06-20,"",Transferencia Bancaria,367.2,"","",""
20250620160214,2112 - Clinica Dental Tijuana,2025-06-20,"",Transferencia Bancaria,1528.28,"","",""
20250616101150,1882 - Superdental,2025-06-16,"",Transferencia Bancaria,170.0,"","",""
20250614155211,3297 - Horizon Dental Group,2025-06-14,"",Efectivo,500.0,"","",""
20250614155200,8832 - Orion Dental,2025-06-14,Factura 65883809124-00503,Efectivo,125.0,"","",""
20250614130325,6153 - Clinica Dental Paleo,2025-06-14,"",Efectivo,80.0,"","",""
20250614130247,2543 - Real Dental Tijuana,2025-06-14,"",Efectivo,90.0,"","",""
20250612100625,6152 - Maxilo Dental,2025-06-12,"",Efectivo,395.0,"","",""
20250612100557,4482 - Dental Bellas Artes,2025-06-12,"",Efectivo,150.0,"","",""
20250611181647,4505 - Clinica Dental Integral,2025-06-11,"",Transferencia Bancaria,280.8,"","",""
20250610163914,3297 - Horizon Dental Group,2025-06-10,"",Efectivo,500.0,"","",""
20250608220615,4505 - Clinica Dental Integral,2025-06-08,Factura 888153,Efectivo,85.0,"","",""
20250608220542,8832 - Orion Dental,2025-06-08,Factura 5883809124-00967,Efectivo,85.0,"","",""
20250607133820,3297 - Horizon Dental Group,2025-06-07,Pago Dra. Fabiola,Efectivo,240.0,"","",""
20250606215008,6153 - Clinica Dental Paleo,2025-06-06,parte del pago de la renta semana #22,Efectivo,70.0,"","",20250519135911
20250606214412,6153 - Clinica Dental Paleo,2025-06-06,parte del pago de la renta semana #22,Transferencia Bancaria,180.0,"","",20250604163809
20250606213555,4482 - Dental Bellas Artes,2025-06-06,"",Efectivo,150.0,"","",""
20250606213414,6152 - Maxilo Dental,2025-06-06,"",Efectivo,205.0,"","",""
20250606173952,2112 - Clinica Dental Tijuana,2025-06-06,"",Transferencia Bancaria,437.4,"","",""
20250606173917,1882 - Superdental,2025-06-06,"",Transferencia Bancaria,395.0,"","",""
20250605141035,3297 - Horizon Dental Group,2025-06-05,"",Efectivo,350.0,"","",""
20250604111054,2543 - Real Dental Tijuana,2025-06-04,"",Transferencia Bancaria,315.0,"","",""
20250531122223,6153 - Clinica Dental Paleo,2025-05-31,Pago 31/05/25,Efectivo,140.0,"","",340 dlls a Dr. JP
20250531122136,4505 - Clinica Dental Integral,2025-05-31,"",Efectivo,345.0,"","",""
20250530144635,2112 - Clinica Dental Tijuana,2025-05-30,"",Transferencia Bancaria,1053.0,"","",""
20250528191458,6152 - Maxilo Dental,2025-05-28,"",Efectivo,345.0,"","",""
20250528191443,4482 - Dental Bellas Artes,2025-05-28,Factura 5883809124-00961,Efectivo,90.0,"","",""
20250526155146,6152 - Maxilo Dental,2025-05-26,Factura 65883809124-00418,Efectivo,90.0,"","",""
20250526112456,6152 - Maxilo Dental,2025-05-26,Factura 65883809124-00426,Efectivo,85.0,"","",""
20250523213654,4505 - Clinica Dental Integral,2025-05-23,Factura 65883809124-00431,Efectivo,85.0,"","",""
20250523213635,4505 - Clinica Dental Integral,2025-05-23,Factura 65883809124-00432,Efectivo,127.5,"","",""
20250522182211,2565 - MEDICA,2025-05-22,Factura 65883809124-00419,Efectivo,85.0,"","",""
20250522152713,2543 - Real Dental Tijuana,2025-05-22,Factura 65883809124-00435,Efectivo,75.0,"","",""
20250522152703,2543 - Real Dental Tijuana,2025-05-22,Factura 65883809124-00436,Efectivo,75.0,"","",""
20250517145418,2112 - Clinica Dental Tijuana,2025-05-17,"",Transferencia Bancaria,81.0,"","",""
20250517145350,2543 - Real Dental Tijuana,2025-05-17,"",Efectivo,1015.03,"","",""
20250516153210,4505 - Clinica Dental Integral,2025-05-16,"",Efectivo,315.0,"","",""
20250516153114,6153 - Clinica Dental Paleo,2025-05-16,"",Efectivo,255.0,"","",""
20250514160136,6153 - Clinica Dental Paleo,2025-05-14,"",Efectivo,170.0,"","",""
20250514133516,2543 - Real Dental Tijuana,2025-05-13,"",Efectivo,270.0,"","",""
20250513170212,6153 - Clinica Dental Paleo,2025-05-13,Factura 65883809124-00417,Efectivo,445.0,"","",""
20250512123404,8832 - Orion Dental,2025-05-12,Factura 65883809124-00424,Efectivo,20.0,"","",""
20250509143025,2112 - Clinica Dental Tijuana,2025-05-09,"",Transferencia Bancaria,162.0,"","",""
20250508180108,3297 - Horizon Dental Group,2025-05-08,"",Efectivo,500.0,"","",""
20250504121030,2112 - Clinica Dental Tijuana,2025-05-04,"",Transferencia Bancaria,324.0,"","",""
20250504120925,3297 - Horizon Dental Group,2025-05-04,"",Efectivo,200.0,"","",""
20250504113505,3297 - Horizon Dental Group,2025-05-04,"",Efectivo,80.0,"","",""
20250506184232,4505 - Clinica Dental Integral,2025-05-03,"",Efectivo,270.0,"","",""
20250502160116,6152 - Maxilo Dental,2025-05-02,"",Transferencia Bancaria,334.8,"","",""
20250502155846,1882 - Superdental,2025-05-02,"",Efectivo,245.0,"","",""
20250430180710,4482 - Dental Bellas Artes,2025-04-30,"",Transferencia Bancaria,140.0,"","",""
20250430131545,6153 - Clinica Dental Paleo,2025-04-30,"",Efectivo,500.0,"","",""
20250430122709,6153 - Clinica Dental Paleo,2025-04-30,"",Efectivo,2000.0,"","",""
20250429153327,2543 - Real Dental Tijuana,2025-04-29,"",Transferencia Bancaria,410.0,"","",""
20250428181143,3297 - Horizon Dental Group,2025-04-28,Anabel Pardini,Efectivo,180.0,"","",""
20250428180258,3297 - Horizon Dental Group,2025-04-28,Andres Hernandez,Efectivo,190.0,"","",""
20250430170016,4505 - Clinica Dental Integral,2025-04-26,Factura R-00013,Efectivo,100.0,"","",""
20250425135904,2112 - Clinica Dental Tijuana,2025-04-25,"",Transferencia Bancaria,761.4,"","",""
20250422202752,2112 - Clinica Dental Tijuana,2025-04-22,"",Transferencia Bancaria,658.8,"","",""
20250422202638,2543 - Real Dental Tijuana,2025-04-22,"",Efectivo,525.0,"","",""
20250422202546,4482 - Dental Bellas Artes,2025-04-22,"",Transferencia Bancaria,245.0,"","",""
20250422202431,2565 - MEDICA,2025-04-22,Factura R-00014,Efectivo,170.0,"","",""
20250422202415,2565 - MEDICA,2025-04-22,Factura R-00007,Efectivo,85.0,"","",""
20250422202405,2565 - MEDICA,2025-04-22,Factura R-00008,Efectivo,85.0,"","",""
20250416203433,6152 - Maxilo Dental,2025-04-16,Factura 888150,Efectivo,90.0,"","",""
20250416203345,1882 - Superdental,2025-04-16,Factura 888132,Transferencia Bancaria,30.0,"","",""
20250416203336,1882 - Superdental,2025-04-16,Factura 888144,Transferencia Bancaria,75.0,"","",""
20250416203327,1882 - Superdental,2025-04-16,Factura 888148,Transferencia Bancaria,320.0,"","",""
20250413235718,6153 - Clinica Dental Paleo,2025-04-13,Factura R-00004,Transferencia Bancaria,240.0,"","",""
20250412142100,6153 - Clinica Dental Paleo,2025-04-12,Factura 888141,Efectivo,160.0,"","",""
20250412142043,2112 - Clinica Dental Tijuana,2025-04-12,Factura 888140,Transferencia Bancaria,81.0,"","",""
20250412142027,2112 - Clinica Dental Tijuana,2025-04-12,Factura 888127,Transferencia Bancaria,97.2,"","",""
20250412142015,2112 - Clinica Dental Tijuana,2025-04-12,Factura 888124.1,Transferencia Bancaria,194.4,"","",""
20250412142003,2112 - Clinica Dental Tijuana,2025-04-12,Factura 888125,Transferencia Bancaria,91.8,"","",""
20250412141953,2112 - Clinica Dental Tijuana,2025-04-12,Factura 888118.1,Transferencia Bancaria,91.8,"","",""
20250412141942,2543 - Real Dental Tijuana,2025-04-12,Factura 888143,Efectivo,75.0,"","",""
20250412141929,6152 - Maxilo Dental,2025-04-12,Factura R-00006,Efectivo,127.5,"","",""
20250412141918,6152 - Maxilo Dental,2025-04-12,Factura R-00005,Efectivo,40.0,"","",""
20250409132056,6153 - Clinica Dental Paleo,2025-04-09,Factura 888131,Efectivo,240.0,"","",""
20250409130027,6152 - Maxilo Dental,2025-04-09,Factura 888133,Efectivo,480.0,"","",""
20250409130013,2565 - MEDICA,2025-04-09,Factura 888136,Efectivo,85.0,"","",""
20250409130001,2565 - MEDICA,2025-04-09,Factura 888121,Efectivo,249.0,"","",""
20250405111507,2112 - Clinica Dental Tijuana,2025-04-05,Factura 888139,Transferencia Bancaria,91.8,"","",""
20250405111454,2112 - Clinica Dental Tijuana,2025-04-05,Factura 888138,Transferencia Bancaria,91.8,"","",""
20250405111308,2112 - Clinica Dental Tijuana,2025-04-05,Factura 888137,Transferencia Bancaria,183.6,"","",""
20250405111201,2543 - Real Dental Tijuana,2025-04-05,Factura 888135,Transferencia Bancaria,75.0,"","",""
20250405111149,2543 - Real Dental Tijuana,2025-04-05,Factura 888134,Transferencia Bancaria,450.0,"","",""
20250403113108,1979 - Dr. Sergio Duarte,2025-04-03,Factura 888117.1,Efectivo,85.0,"","",""
20250329215059,3297 - Horizon Dental Group,2025-03-29,Factura 888128,Efectivo,80.0,"","",""
20250329215047,3297 - Horizon Dental Group,2025-03-29,Factura 888123,Efectivo,170.0,"","",""
20250329215026,6152 - Maxilo Dental,2025-03-29,Factura 888116.1,Efectivo,170.0,"","",""
20250327134710,1882 - Superdental,2025-03-27,Factura 888129,Efectivo,80.0,"","",""
20250327134640,1882 - Superdental,2025-03-27,Factura 888130,Efectivo,150.0,"","",""
20250325182751,2112 - Clinica Dental Tijuana,2025-03-25,Factura 888115.1,Cheque,97.2,"","",""
20250325182739,2112 - Clinica Dental Tijuana,2025-03-25,Factura 888114.1,Cheque,91.8,"","",""
20250325182726,2112 - Clinica Dental Tijuana,2025-03-25,Factura 888113.1,Cheque,91.8,"","",""
20250325182555,2565 - MEDICA,2025-03-25,"",Efectivo,431.0,"","",""
20250325182503,2543 - Real Dental Tijuana,2025-03-25,Factura 888125.1,Efectivo,20.0,"","",""
20250325182453,2543 - Real Dental Tijuana,2025-03-25,Factura 888126,Efectivo,75.0,"","",""
20250324135503,6153 - Clinica Dental Paleo,2025-03-24,Factura 888118,Transferencia Bancaria,276.5,"","",""
20250324135325,6153 - Clinica Dental Paleo,2025-03-24,Factura 888111,Efectivo,595.0,"","",""
20250319081530,6153 - Clinica Dental Paleo,2025-03-19,Factura 888110,Efectivo,170.0,"","",""
20250319081512,6153 - Clinica Dental Paleo,2025-03-19,Factura 888109,Efectivo,80.0,"","",""
20250319081405,2112 - Clinica Dental Tijuana,2025-03-19,Factura 888112.1,Efectivo,540.0,"","",""
20250319081348,3297 - Horizon Dental Group,2025-03-19,Factura 888102,Efectivo,160.0,"","",""
20250319081332,2112 - Clinica Dental Tijuana,2025-03-19,Factura 888106,Transferencia Bancaria,91.8,"","",""
20250310184531,2112 - Clinica Dental Tijuana,2025-03-10,Factura 888116,Transferencia Bancaria,610.0,"","",""
20250310184329,4482 - Dental Bellas Artes,2025-03-10,Factura 888114,Efectivo,85.0,"","",""
20250310184122,2543 - Real Dental Tijuana,2025-03-10,Factura 888107,Efectivo,75.0,"","",""
20250310184052,3390 - Smile Design California,2025-03-10,Factura 00103,Efectivo,956.25,"","",""
20250310184028,2543 - Real Dental Tijuana,2025-03-10,Factura 00096,Efectivo,75.0,"","",""
20250310184006,3390 - Smile Design California,2025-03-10,Factura 00082,Efectivo,42.5,"","",""
20250310183950,3390 - Smile Design California,2025-03-10,Factura 00070,Efectivo,85.0,"","",""
20250310183858,2543 - Real Dental Tijuana,2025-03-10,Factura 888112,Efectivo,75.0,"","",""
20250306161722,2112 - Clinica Dental Tijuana,2025-03-06,Factura 00092,Transferencia Bancaria,91.8,"","",""
20250306161709,2112 - Clinica Dental Tijuana,2025-03-06,Factura 00085,Transferencia Bancaria,91.8,"","",""
20250306161657,2112 - Clinica Dental Tijuana,2025-03-06,Factura 00077,Transferencia Bancaria,91.8,"","",""
