Número factura,Cliente,Código,Fecha,Vencimiento,Nombre,RFC,Calle,Colonia,Localidad,Estado,CP,País,Centro,Importe,Retención,Descuento,Base imponible,Importe IVA,Importe retención,Total,Cobrado,Forma de pago
65883809124-00514,Horizon Dental Group,3297,18/06/2025,27/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
65883809124-00513,Clinica Dental Integral,4505,18/06/2025,27/06/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,170.0,0.0,0.0,170.0,13.6,-0.0,183.6,183.6,
65883809124-00512,Clinica Dental Integral,4505,18/06/2025,27/06/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,170.0,0.0,0.0,170.0,13.6,-0.0,183.6,183.6,
65883809124-00511,Clinica Dental Tijuana,2112,18/06/2025,27/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,13.6,-0.0,183.6,183.6,
65883809124-00510,Zenzao Smile Studio,800,18/06/2025,27/06/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
65883809124-00509,Real Dental Tijuana,2543,17/06/2025,27/06/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,675.0,0.0,0.0,675.0,0.0,-0.0,675.0,675.0,
65883809124-00508,Real Dental Tijuana,2543,17/06/2025,27/06/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00507,Clinica Dental Tijuana,2112,17/06/2025,20/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00506,Clinica Dental Tijuana,2112,17/06/2025,20/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,930.0,0.0,0.0,930.0,74.4,-0.0,1004.4,1004.4,
65883809124-00504,Clinica Dental Tijuana,2112,16/06/2025,20/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00503,Orion Dental,8832,14/06/2025,"",Orion Dental,-,Calle Emiliano Zapata 7727-int 5,Zona Centro,Tijuana,Baja California,22000,México,-,125.0,0.0,0.0,125.0,0.0,-0.0,125.0,125.0,
65883809124-00502,Horizon Dental Group,3297,13/06/2025,20/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,255.0,0.0,0.0,255.0,0.0,-0.0,255.0,255.0,
65883809124-00501,Horizon Dental Group,3297,13/06/2025,20/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
5883809124-01000,Clinica Dental Tijuana,2112,12/06/2025,20/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,7.2,-0.0,97.2,97.2,
5883809124-00999,Maxilo Dental,6152,11/06/2025,20/06/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
5883809124-00998,Maxilo Dental,6152,11/06/2025,20/06/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
5883809124-00997,Dental Bellas Artes,4482,11/06/2025,20/06/2025,Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
5883809124-00996,Clinica Dental Tijuana,2112,10/06/2025,13/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
5883809124-00995,Horizon Dental Group,3297,10/06/2025,13/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
5883809124-00994,Clinica Dental Integral,4505,09/06/2025,13/06/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
5883809124-00993,Clinica Dental Integral,4505,09/06/2025,13/06/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
5883809124-00992,Clinica Dental Integral,4505,09/06/2025,13/06/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,7.2,-0.0,97.2,97.2,
5883809124-00967,Orion Dental,8832,08/06/2025,06/06/2025,Orion Dental,-,Calle Emiliano Zapata 7727-int 5,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
5883809124-00990,Real Dental Tijuana,2543,07/06/2025,13/06/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
5883809124-00989,Superdental,1882,07/06/2025,13/06/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
5883809124-00988,Superdental,1882,07/06/2025,13/06/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
5883809124-00987,Horizon Dental Group,3297,07/06/2025,13/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
5883809124-00986,Maxilo Dental,6152,06/06/2025,13/06/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
5883809124-00985,Clinica Dental Paleo,6153,06/06/2025,13/06/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
5883809124-00984,Horizon Dental Group,3297,06/06/2025,06/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
R-00028,Clinica Dental Paleo,6153,06/06/2025,06/06/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
5883809124-00983,Dental Bellas Artes,4482,05/06/2025,06/06/2025,Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
5883809124-00982,Horizon Dental Group,3297,05/06/2025,06/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,105.0,0.0,0.0,105.0,0.0,-0.0,105.0,105.0,
5883809124-00981,Maxilo Dental,6152,05/06/2025,13/06/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
888155,Clinica Dental Paleo,6153,04/06/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,180.0,0.0,0.0,180.0,0.0,-0.0,180.0,180.0,
888154,Clinica Dental Tijuana,2112,04/06/2025,06/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,100.0,0.0,0.0,-0.0,0.0,0.0,
5883809124-00979,Clinica Dental Tijuana,2112,04/06/2025,06/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
5883809124-00978,Horizon Dental Group,3297,04/06/2025,06/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
5883809124-00977,Horizon Dental Group,3297,04/06/2025,06/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
5883809124-00975,Horizon Dental Group,3297,04/06/2025,06/06/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,255.0,0.0,0.0,255.0,0.0,-0.0,255.0,255.0,
5883809124-00974,Clinica Dental Tijuana,2112,03/06/2025,06/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,7.2,-0.0,97.2,97.2,
5883809124-00973,Clinica Dental Tijuana,2112,03/06/2025,06/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,7.2,-0.0,97.2,97.2,
5883809124-00972,Clinica Dental Tijuana,2112,03/06/2025,06/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
5883809124-00971,Real Dental Tijuana,2543,03/06/2025,06/06/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
5883809124-00970,Real Dental Tijuana,2543,03/06/2025,06/06/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
5883809124-00969,Real Dental Tijuana,2543,03/06/2025,06/06/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
5883809124-00968,Maxilo Dental,6152,03/06/2025,06/06/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,235.0,0.0,0.0,235.0,0.0,-0.0,235.0,235.0,
888153,Clinica Dental Integral,4505,31/05/2025,06/06/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
5883809124-00965,Maxilo Dental,6152,31/05/2025,06/06/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
5883809124-00964,Maxilo Dental,6152,31/05/2025,06/06/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,10.0,0.0,0.0,10.0,0.0,-0.0,10.0,10.0,
5883809124-00963,Maxilo Dental,6152,31/05/2025,06/06/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,105.0,0.0,0.0,105.0,0.0,-0.0,105.0,105.0,
5883809124-00962,Superdental,1882,30/05/2025,06/06/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,225.0,0.0,13.33,195.0,0.0,-0.0,195.0,195.0,
5883809124-00961,Dental Bellas Artes,4482,28/05/2025,28/05/2025,Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
5883809124-00960,Clinica Dental Tijuana,2112,27/05/2025,06/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
5883809124-00959,Clinica Dental Tijuana,2112,27/05/2025,06/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
5883809124-00958,Clinica Dental Tijuana,2112,27/05/2025,06/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
5883809124-00957,Clinica Dental Tijuana,2112,27/05/2025,06/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
5883809124-00956,Clinica Dental Integral,4505,26/05/2025,30/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
5883809124-00955,Clinica Dental Integral,4505,26/05/2025,30/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00426,Maxilo Dental,6152,26/05/2025,"",Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
5883809124-00954,Clinica Dental Tijuana,2112,24/05/2025,30/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
5883809124-00953,Clinica Dental Tijuana,2112,24/05/2025,30/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
5883809124-00952,Clinica Dental Tijuana,2112,24/05/2025,30/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00450,Clinica Dental Tijuana,2112,24/05/2025,30/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,300.0,0.0,0.0,300.0,24.0,-0.0,324.0,324.0,
65883809124-00448,Maxilo Dental,6152,24/05/2025,30/05/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,25.0,0.0,0.0,25.0,0.0,-0.0,25.0,25.0,
65883809124-00447,Maxilo Dental,6152,24/05/2025,30/05/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00446,Maxilo Dental,6152,24/05/2025,30/05/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00445,Clinica Dental Integral,4505,23/05/2025,30/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00444,Clinica Dental Integral,4505,23/05/2025,30/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00442,Superdental,1882,23/05/2025,30/05/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00441,Maxilo Dental,6152,23/05/2025,30/05/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00439,Maxilo Dental,6152,23/05/2025,30/05/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00438,Clinica Dental Tijuana,2112,22/05/2025,30/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00437,Clinica Dental Tijuana,2112,22/05/2025,30/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00436,Real Dental Tijuana,2543,22/05/2025,30/05/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00435,Real Dental Tijuana,2543,22/05/2025,30/05/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00434,Superdental,1882,22/05/2025,30/05/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,30.0,0.0,0.0,30.0,0.0,-0.0,30.0,30.0,
R-00027,Clinica Dental Paleo,6153,21/05/2025,23/05/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,140.0,0.0,0.0,140.0,0.0,-0.0,140.0,140.0,
65883809124-00443,Superdental,1882,17/05/2025,23/05/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00433,Real Dental Tijuana,2543,16/05/2025,23/05/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,825.0,0.0,13.33,715.03,0.0,-0.0,715.03,715.03,
65883809124-00432,Clinica Dental Integral,4505,16/05/2025,23/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,255.0,0.0,50.0,127.5,0.0,-0.0,127.5,127.5,
65883809124-00431,Clinica Dental Integral,4505,16/05/2025,23/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00430,Superdental,1882,16/05/2025,23/05/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,10.0,0.0,0.0,10.0,0.0,-0.0,10.0,10.0,
65883809124-00429,Horizon Dental Group,3297,15/05/2025,23/05/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,240.0,0.0,0.0,240.0,0.0,-0.0,240.0,240.0,
65883809124-00427,Real Dental Tijuana,2543,14/05/2025,23/05/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,300.0,0.0,0.0,300.0,0.0,-0.0,300.0,300.0,
65883809124-00425,Clinica Dental Integral,4505,13/05/2025,23/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,20.0,0.0,0.0,20.0,0.0,-0.0,20.0,20.0,
R-00026,Clinica Dental Paleo,6153,13/05/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
65883809124-00424,Orion Dental,8832,12/05/2025,"",Orion Dental,-,Calle Emiliano Zapata 7727-int 5,Zona Centro,Tijuana,Baja California,22000,México,-,20.0,0.0,0.0,20.0,0.0,-0.0,20.0,20.0,
65883809124-00422,Clinica Dental Tijuana,2112,12/05/2025,23/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00421,Clinica Dental Integral,4505,10/05/2025,16/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,40.0,0.0,0.0,40.0,0.0,-0.0,40.0,40.0,
R-00025,Clinica Dental Tijuana,2112,09/05/2025,"",Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
65883809124-00419,MEDICA,2565,07/05/2025,16/05/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00418,Maxilo Dental,6152,06/05/2025,16/05/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
R-00024,Clinica Dental Paleo,6153,06/05/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,140.0,0.0,0.0,140.0,0.0,-0.0,140.0,140.0,
65883809124-00417,Clinica Dental Paleo,6153,05/05/2025,16/05/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,445.0,0.0,0.0,445.0,0.0,-0.0,445.0,445.0,
65883809124-00416,Horizon Dental Group,3297,04/05/2025,09/05/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
65883809124-00415,Horizon Dental Group,3297,04/05/2025,09/05/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,320.0,0.0,0.0,320.0,0.0,-0.0,320.0,320.0,
65883809124-00414,Horizon Dental Group,3297,04/05/2025,09/05/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
65883809124-00413,Clinica Dental Integral,4505,03/05/2025,09/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,255.0,0.0,0.0,255.0,0.0,-0.0,255.0,255.0,
65883809124-00412,Real Dental Tijuana,2543,03/05/2025,09/05/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,270.0,0.0,0.0,270.0,0.0,-0.0,270.0,270.0,
65883809124-00410,Superdental,1882,02/05/2025,09/05/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00409,Clinica Dental Tijuana,2112,02/05/2025,09/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00408,Clinica Dental Tijuana,2112,02/05/2025,09/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00405,Clinica Dental Paleo,6153,30/04/2025,09/05/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
65883809124-00404,Clinica Dental Paleo,6153,30/04/2025,09/05/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00406,Clinica Dental Paleo,6153,29/04/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,420.0,0.0,0.0,420.0,0.0,-0.0,420.0,420.0,
65883809124-00402,Clinica Dental Tijuana,2112,29/04/2025,29/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
R-00020,Clinica Dental Paleo,6153,29/04/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,140.0,0.0,0.0,140.0,0.0,-0.0,140.0,140.0,
